order_id,order_date,ship_date,ship_mode,customer_id,region_id
US-2021-156692,2021-08-13,2021-08-13,Same Day,HG-15025,3
US-2021-141264,2021-08-13,2021-08-19,Standard Class,CT-11995,1
CA-2021-155670,2021-08-13,2021-08-17,Second Class,EM-14065,3
CA-2021-156251,2021-08-13,2021-08-18,Second Class,TS-21160,1
CA-2021-125843,2021-08-13,2021-08-16,First Class,RF-19840,3
CA-2021-119515,2021-08-14,2021-08-16,First Class,TR-21325,3
CA-2021-136021,2021-08-14,2021-08-18,Standard Class,JM-15580,4
CA-2021-136770,2021-08-14,2021-08-18,Standard Class,SP-20650,2
US-2021-123470,2021-08-15,2021-08-21,Standard Class,ME-17725,4
CA-2021-166163,2021-08-15,2021-08-20,Second Class,CY-12745,4
CA-2021-118626,2021-08-15,2021-08-20,Standard Class,JC-15775,3
CA-2021-167241,2021-08-15,2021-08-22,Standard Class,BD-11320,4
CA-2021-154690,2021-08-15,2021-08-17,Second Class,CC-12370,3
CA-2021-150343,2021-08-16,2021-08-20,Standard Class,PK-19075,4
CA-2021-113117,2021-08-16,2021-08-22,Standard Class,JP-15520,4
CA-2021-148096,2021-08-16,2021-08-19,First Class,AO-10810,4
US-2021-157308,2021-08-17,2021-08-21,Standard Class,NM-18520,4
CA-2021-153353,2021-08-18,2021-08-24,Standard Class,GG-14650,2
CA-2021-128916,2021-08-18,2021-08-20,Second Class,MA-17560,1
CA-2021-113551,2021-08-18,2021-08-20,First Class,NF-18385,1
CA-2021-136133,2021-08-18,2021-08-23,Second Class,HW-14935,2
CA-2021-101980,2021-08-19,2021-08-20,First Class,RP-19390,2
CA-2021-151141,2021-08-20,2021-08-23,First Class,DW-13480,1
CA-2021-167983,2021-08-21,2021-08-24,Second Class,RP-19270,4
CA-2021-122581,2021-08-21,2021-08-25,Standard Class,JK-15370,2
US-2021-126452,2021-08-21,2021-08-28,Standard Class,SC-20230,4
CA-2021-123414,2021-08-21,2021-08-27,Standard Class,SU-20665,3
US-2021-146066,2021-08-21,2021-08-23,Second Class,RB-19465,2
CA-2021-137239,2021-08-22,2021-08-28,Standard Class,CR-12730,2
US-2021-106313,2021-08-22,2021-08-26,Standard Class,DG-13300,4
US-2021-148334,2021-08-22,2021-08-26,Standard Class,DD-13570,1
US-2021-141880,2021-08-22,2021-08-23,First Class,TC-21475,4
CA-2021-140256,2021-08-22,2021-08-29,Standard Class,PW-19030,4
CA-2021-130484,2021-08-22,2021-08-27,Standard Class,SG-20470,4
CA-2021-150350,2021-08-23,2021-08-30,Standard Class,MS-17770,4
US-2021-117793,2021-08-23,2021-08-29,Standard Class,MA-17560,1
US-2021-160528,2021-08-23,2021-08-30,Standard Class,MH-18115,1
CA-2021-158001,2021-08-23,2021-08-27,Standard Class,JP-15460,2
CA-2021-114601,2021-08-26,2021-09-02,Standard Class,AA-10480,1
CA-2021-160598,2021-08-26,2021-08-28,First Class,SV-20815,3
CA-2021-105585,2021-08-26,2021-08-27,First Class,RF-19735,4
CA-2021-152289,2021-08-26,2021-08-28,First Class,LC-16930,1
US-2021-100405,2021-08-26,2021-08-28,Second Class,TS-21430,4
CA-2021-128594,2021-08-26,2021-08-29,First Class,DJ-13510,4
CA-2021-148201,2021-08-26,2021-08-29,Second Class,CC-12145,4
US-2021-127425,2021-08-26,2021-08-31,Standard Class,DR-12880,2
CA-2021-132094,2021-08-26,2021-09-02,Standard Class,VG-21805,2
CA-2021-163174,2021-08-26,2021-08-30,Standard Class,XP-21865,3
US-2021-163538,2021-08-26,2021-08-30,Standard Class,SS-20515,1
US-2021-102141,2021-08-26,2021-08-31,Standard Class,KD-16615,2
CA-2021-145982,2021-08-27,2021-09-01,Second Class,TB-21055,2
US-2021-146710,2021-08-27,2021-09-01,Standard Class,SS-20875,1
CA-2021-116764,2021-08-27,2021-09-02,Standard Class,EM-13825,3
CA-2021-117919,2021-08-27,2021-08-29,Second Class,TB-21355,1
CA-2021-145303,2021-08-28,2021-08-31,First Class,TP-21415,1
CA-2021-137652,2021-08-28,2021-08-30,First Class,EB-13750,2
US-2021-144211,2021-08-28,2021-09-02,Standard Class,CS-12130,4
CA-2021-159912,2021-08-29,2021-09-03,Standard Class,GB-14530,2
CA-2021-158568,2021-08-29,2021-09-02,Standard Class,RB-19465,1
CA-2021-128727,2021-08-29,2021-09-04,Standard Class,MO-17800,2
CA-2021-161207,2021-08-29,2021-09-03,Standard Class,AB-10060,2
CA-2021-165995,2021-08-30,2021-09-06,Standard Class,BG-11740,4
US-2021-141544,2021-08-30,2021-09-01,First Class,PO-18850,2
CA-2021-117408,2021-08-31,2021-09-06,Standard Class,TP-21130,1
CA-2021-151561,2021-09-01,2021-09-07,Standard Class,PG-18820,2
CA-2021-116526,2021-09-01,2021-09-05,Standard Class,JA-15970,1
CA-2021-124583,2021-09-01,2021-09-03,Second Class,LB-16795,4
CA-2021-129714,2021-09-01,2021-09-03,First Class,AB-10060,2
CA-2021-155481,2021-09-01,2021-09-05,Standard Class,DK-13225,2
CA-2021-120859,2021-09-01,2021-09-04,First Class,CV-12805,4
CA-2021-130407,2021-09-02,2021-09-06,Standard Class,KD-16270,2
CA-2021-112739,2021-09-02,2021-09-07,Second Class,RD-19810,1
CA-2021-106950,2021-09-02,2021-09-06,Standard Class,JE-15715,3
CA-2021-144764,2021-09-02,2021-09-08,Standard Class,RL-19615,1
CA-2021-116540,2021-09-02,2021-09-02,Same Day,SS-20590,1
CA-2021-126732,2021-09-02,2021-09-06,Standard Class,LR-16915,4
CA-2021-129847,2021-09-02,2021-09-04,First Class,TA-21385,1
CA-2021-166429,2021-09-02,2021-09-08,Standard Class,TG-21310,4
CA-2021-106278,2021-09-02,2021-09-05,Second Class,BM-11140,4
CA-2021-113096,2021-09-02,2021-09-04,First Class,SZ-20035,4
CA-2021-158099,2021-09-03,2021-09-05,First Class,PK-18910,2
US-2021-147711,2021-09-03,2021-09-08,Second Class,HF-14995,2
US-2021-101616,2021-09-03,2021-09-06,First Class,CY-12745,3
CA-2021-163986,2021-09-03,2021-09-10,Standard Class,JJ-15445,1
US-2021-100566,2021-09-03,2021-09-09,Standard Class,JK-16120,1
CA-2021-153185,2021-09-03,2021-09-08,Standard Class,MH-17620,2
CA-2021-159737,2021-09-03,2021-09-09,Standard Class,CS-11950,1
US-2021-104815,2021-09-03,2021-09-07,Standard Class,RB-19570,1
CA-2021-132143,2021-09-03,2021-09-05,First Class,FM-14215,2
CA-2021-149783,2021-09-04,2021-09-07,Second Class,DL-13315,3
CA-2021-129630,2021-09-04,2021-09-04,Same Day,IM-15055,4
CA-2021-131205,2021-09-04,2021-09-08,Standard Class,AA-10645,3
CA-2021-123120,2021-09-04,2021-09-08,Standard Class,CV-12295,2
CA-2021-142524,2021-09-04,2021-09-08,Standard Class,MB-18085,1
CA-2021-168774,2021-09-04,2021-09-09,Standard Class,RP-19855,1
CA-2021-169971,2021-09-04,2021-09-09,Standard Class,IL-15100,1
CA-2021-117604,2021-09-04,2021-09-09,Standard Class,JP-15520,3
CA-2021-140774,2021-09-05,2021-09-10,Standard Class,BE-11455,1
CA-2021-139409,2021-09-05,2021-09-07,First Class,FW-14395,2
CA-2021-136231,2021-09-05,2021-09-07,Second Class,DM-13015,3
CA-2021-137673,2021-09-05,2021-09-10,Standard Class,ML-17395,4
CA-2021-144540,2021-09-05,2021-09-10,Standard Class,GH-14410,1
CA-2021-115756,2021-09-05,2021-09-07,Second Class,PK-19075,1
CA-2021-154536,2021-09-05,2021-09-09,Standard Class,JC-15340,2
CA-2021-133319,2021-09-05,2021-09-11,Standard Class,MV-17485,2
CA-2021-158778,2021-09-05,2021-09-09,Standard Class,DB-13210,2
US-2021-121013,2021-09-05,2021-09-10,Standard Class,MM-17920,3
CA-2021-162383,2021-09-05,2021-09-11,Standard Class,MD-17350,2
CA-2021-151372,2021-09-05,2021-09-06,First Class,JH-15985,4
CA-2021-149195,2021-09-05,2021-09-07,Second Class,DM-13525,1
CA-2021-160815,2021-09-05,2021-09-06,First Class,TR-21325,1
US-2021-152373,2021-09-05,2021-09-11,Standard Class,PT-19090,1
CA-2021-164490,2021-09-05,2021-09-10,Second Class,SU-20665,1
CA-2021-136595,2021-09-05,2021-09-07,First Class,EM-13825,1
CA-2021-110366,2021-09-05,2021-09-07,Second Class,JD-15895,2
US-2021-148110,2021-09-05,2021-09-11,Standard Class,AR-10825,1
CA-2021-133123,2021-09-06,2021-09-11,Standard Class,KB-16315,3
CA-2021-123932,2021-09-06,2021-09-12,Standard Class,YC-21895,1
CA-2021-102981,2021-09-06,2021-09-09,Second Class,MO-17500,2
CA-2021-145240,2021-09-06,2021-09-08,First Class,BG-11740,1
CA-2021-149223,2021-09-06,2021-09-11,Standard Class,ER-13855,1
CA-2021-103709,2021-09-08,2021-09-15,Standard Class,LP-17095,4
US-2021-114174,2021-09-08,2021-09-14,Standard Class,AP-10720,2
CA-2021-108987,2021-09-08,2021-09-10,Second Class,AG-10675,1
CA-2021-108868,2021-09-08,2021-09-12,Standard Class,KB-16585,1
CA-2021-110009,2021-09-08,2021-09-13,Standard Class,TR-21325,4
CA-2021-113516,2021-09-08,2021-09-10,Second Class,VM-21685,4
CA-2021-153101,2021-09-08,2021-09-08,Same Day,PJ-19015,4
CA-2021-131499,2021-09-08,2021-09-10,First Class,MG-17875,2
US-2021-115455,2021-09-08,2021-09-14,Standard Class,SE-20110,1
CA-2021-155138,2021-09-08,2021-09-12,Standard Class,JM-15580,3
CA-2021-110023,2021-09-09,2021-09-11,First Class,TS-21610,2
CA-2021-137176,2021-09-09,2021-09-14,Second Class,DB-12910,1
CA-2021-112893,2021-09-09,2021-09-13,Second Class,AT-10735,4
CA-2021-165918,2021-09-10,2021-09-14,Standard Class,BD-11770,4
CA-2021-146206,2021-09-10,2021-09-14,Second Class,KT-16480,1
CA-2021-164350,2021-09-10,2021-09-12,Second Class,CG-12040,3
CA-2021-126102,2021-09-10,2021-09-12,Second Class,DV-13465,4
US-2021-118780,2021-09-10,2021-09-14,Second Class,PN-18775,2
CA-2021-112277,2021-09-10,2021-09-15,Standard Class,SC-20695,3
CA-2021-145625,2021-09-11,2021-09-17,Standard Class,KC-16540,4
CA-2021-102162,2021-09-11,2021-09-16,Standard Class,JF-15565,3
CA-2021-116561,2021-09-11,2021-09-17,Standard Class,EB-14110,4
CA-2021-164154,2021-09-11,2021-09-17,Standard Class,NZ-18565,2
CA-2021-130225,2021-09-11,2021-09-17,Standard Class,RC-19960,1
CA-2021-150007,2021-09-11,2021-09-16,Standard Class,AS-10090,1
CA-2021-143476,2021-09-11,2021-09-13,First Class,LC-16930,4
CA-2021-121223,2021-09-11,2021-09-13,Second Class,GD-14590,2
CA-2021-153157,2021-09-11,2021-09-14,First Class,TB-21625,1
CA-2021-113082,2021-09-12,2021-09-16,Standard Class,MC-17590,2
CA-2021-151148,2021-09-12,2021-09-13,Same Day,PO-19180,4
CA-2021-142902,2021-09-12,2021-09-14,Second Class,BP-11185,4
CA-2021-152457,2021-09-12,2021-09-18,Standard Class,SC-20695,1
CA-2021-123946,2021-09-12,2021-09-17,Standard Class,AJ-10795,3
CA-2021-128811,2021-09-12,2021-09-16,Standard Class,SF-20200,4
CA-2021-105732,2021-09-13,2021-09-18,Standard Class,AG-10270,1
CA-2021-155439,2021-09-14,2021-09-18,Standard Class,PN-18775,3
CA-2021-153178,2021-09-14,2021-09-18,Standard Class,CL-12565,2
CA-2021-149370,2021-09-15,2021-09-19,Standard Class,DB-13210,2
US-2021-128678,2021-09-15,2021-09-20,Standard Class,RB-19570,4
CA-2021-116911,2021-09-15,2021-09-20,Standard Class,JD-16150,4
CA-2021-149797,2021-09-15,2021-09-20,Standard Class,AH-10075,2
CA-2021-160479,2021-09-15,2021-09-20,Standard Class,AH-10585,4
CA-2021-123337,2021-09-16,2021-09-22,Standard Class,KD-16495,4
US-2021-134369,2021-09-16,2021-09-22,Standard Class,BC-11125,4
CA-2021-162159,2021-09-16,2021-09-18,First Class,CR-12625,3
US-2021-152415,2021-09-17,2021-09-22,Standard Class,PO-18865,2
CA-2021-131093,2021-09-17,2021-09-20,Second Class,TS-21610,2
CA-2021-105900,2021-09-17,2021-09-23,Standard Class,BS-11590,1
CA-2021-164091,2021-09-17,2021-09-22,Standard Class,LA-16780,2
US-2021-148957,2021-09-17,2021-09-23,Standard Class,CC-12430,4
CA-2021-109806,2021-09-17,2021-09-22,Standard Class,JS-15685,4
CA-2021-134208,2021-09-17,2021-09-23,Standard Class,CS-12505,3
CA-2021-159730,2021-09-17,2021-09-21,Standard Class,SJ-20125,4
CA-2021-111416,2021-09-17,2021-09-22,Standard Class,LW-17215,2
CA-2021-120355,2021-09-18,2021-09-25,Standard Class,MM-17260,2
CA-2021-111409,2021-09-18,2021-09-22,Standard Class,PO-18850,3
CA-2021-140928,2021-09-18,2021-09-22,Standard Class,NB-18655,3
CA-2021-106075,2021-09-18,2021-09-23,Standard Class,HM-14980,2
CA-2021-133935,2021-09-18,2021-09-22,Standard Class,JW-15220,4
CA-2021-145905,2021-09-18,2021-09-23,Standard Class,AM-10705,3
CA-2021-157511,2021-09-18,2021-09-20,First Class,SV-20365,2
CA-2021-110086,2021-09-18,2021-09-22,Standard Class,BD-11320,4
CA-2021-168354,2021-09-19,2021-09-21,First Class,RH-19510,2
CA-2021-130267,2021-09-19,2021-09-23,Standard Class,SW-20245,4
CA-2021-158610,2021-09-19,2021-09-22,First Class,CK-12595,2
US-2021-114888,2021-09-19,2021-09-24,Second Class,CC-12430,4
US-2021-156097,2021-09-19,2021-09-19,Same Day,EH-14125,1
CA-2021-102932,2021-09-19,2021-09-23,Second Class,SD-20485,2
CA-2021-142370,2021-09-19,2021-09-23,Standard Class,TP-21130,3
CA-2021-120250,2021-09-19,2021-09-22,First Class,AP-10720,2
CA-2021-168557,2021-09-19,2021-09-23,Standard Class,FH-14275,4
CA-2021-100244,2021-09-20,2021-09-24,Standard Class,GM-14695,4
CA-2021-145611,2021-09-20,2021-09-24,Standard Class,HA-14905,2
CA-2021-166772,2021-09-20,2021-09-24,Standard Class,HJ-14875,4
CA-2021-134516,2021-09-20,2021-09-25,Standard Class,FM-14215,3
CA-2021-126284,2021-09-20,2021-09-24,Standard Class,EN-13780,1
CA-2021-158617,2021-09-22,2021-09-28,Standard Class,AC-10660,1
CA-2021-125724,2021-09-22,2021-09-27,Standard Class,SM-20950,4
CA-2021-120257,2021-09-22,2021-09-28,Standard Class,PW-19240,2
US-2021-155404,2021-09-22,2021-09-28,Standard Class,AS-10630,3
CA-2021-166653,2021-09-22,2021-09-24,Second Class,NP-18685,2
CA-2021-116232,2021-09-22,2021-09-26,Standard Class,AC-10450,3
CA-2021-109743,2021-09-22,2021-09-29,Standard Class,SH-19975,3
CA-2021-151974,2021-09-22,2021-09-29,Standard Class,RD-19660,2
CA-2021-119641,2021-09-22,2021-09-26,Standard Class,CS-12250,1
CA-2021-135965,2021-09-22,2021-09-25,First Class,SZ-20035,2
US-2021-157728,2021-09-22,2021-09-28,Standard Class,RC-19960,1
CA-2021-124016,2021-09-23,2021-09-26,Second Class,JS-15940,2
CA-2021-110730,2021-09-23,2021-09-26,Second Class,CM-11815,4
CA-2021-159009,2021-09-23,2021-09-27,Standard Class,DP-13105,4
US-2021-129469,2021-09-23,2021-09-27,Standard Class,KL-16555,2
CA-2021-106656,2021-09-23,2021-09-26,First Class,DV-13045,4
CA-2021-149979,2021-09-23,2021-09-28,Second Class,RA-19915,3
CA-2021-101742,2021-09-23,2021-09-28,Second Class,CR-12580,2
CA-2021-141551,2021-09-24,2021-09-30,Standard Class,BP-11230,1
CA-2021-132479,2021-09-24,2021-09-26,First Class,MK-17905,1
CA-2021-100944,2021-09-24,2021-09-28,Standard Class,EH-13765,4
US-2021-134488,2021-09-24,2021-10-01,Standard Class,PK-19075,2
CA-2021-108875,2021-09-24,2021-10-01,Standard Class,CL-12700,4
US-2021-147340,2021-09-24,2021-09-24,Same Day,EB-13750,4
CA-2021-154235,2021-09-24,2021-09-28,Standard Class,RD-19900,1
CA-2021-155187,2021-09-24,2021-09-26,Second Class,LA-16780,4
CA-2021-101385,2021-09-25,2021-10-01,Standard Class,JW-16075,4
CA-2021-140417,2021-09-25,2021-09-29,Standard Class,KE-16420,4
CA-2021-123722,2021-09-25,2021-10-01,Standard Class,NH-18610,1
US-2021-124163,2021-09-25,2021-09-30,Standard Class,SC-20695,1
CA-2021-148747,2021-09-25,2021-09-27,First Class,AS-10045,4
CA-2021-113978,2021-09-25,2021-09-29,Standard Class,TS-21505,2
US-2021-122245,2021-09-25,2021-09-30,Standard Class,AB-10105,4
US-2021-125402,2021-09-25,2021-10-01,Standard Class,DL-12865,4
CA-2021-169957,2021-09-26,2021-09-30,Standard Class,SN-20710,4
US-2021-149790,2021-09-26,2021-10-01,Standard Class,SC-20380,1
CA-2021-143406,2021-09-26,2021-09-30,Standard Class,LR-17035,1
CA-2021-132022,2021-09-26,2021-09-27,First Class,MH-17620,1
CA-2021-157714,2021-09-26,2021-10-01,Second Class,CS-12175,1
US-2021-146794,2021-09-26,2021-10-01,Standard Class,SH-19975,4
US-2021-109260,2021-09-26,2021-10-01,Standard Class,TN-21040,3
CA-2021-145898,2021-09-26,2021-09-26,Same Day,CM-12445,4
US-2021-157945,2021-09-26,2021-10-01,Standard Class,NF-18385,1
CA-2021-165820,2021-09-26,2021-09-30,Standard Class,DW-13585,4
CA-2021-123176,2021-09-27,2021-09-29,Second Class,JG-15160,3
US-2021-110170,2021-09-27,2021-10-03,Standard Class,HM-14860,1
CA-2021-140249,2021-09-27,2021-10-03,Standard Class,SW-20455,4
CA-2021-163202,2021-09-27,2021-10-02,Standard Class,BM-11650,2
US-2021-134656,2021-09-28,2021-10-01,First Class,MM-18280,1
CA-2021-108616,2021-09-29,2021-10-03,Standard Class,JK-15730,3
US-2021-101497,2021-09-29,2021-10-01,Second Class,PS-18760,4
CA-2021-161781,2021-09-29,2021-09-30,First Class,CC-12100,1
CA-2021-108056,2021-09-29,2021-10-03,Standard Class,ES-14080,4
CA-2021-125794,2021-09-29,2021-10-03,Standard Class,ML-17410,4
CA-2021-134362,2021-09-29,2021-10-02,First Class,LS-16945,2
CA-2021-138037,2021-09-29,2021-10-03,Standard Class,AR-10540,4
CA-2021-106621,2021-09-29,2021-10-01,Second Class,DM-12955,4
CA-2021-108644,2021-09-30,2021-10-03,First Class,SJ-20215,1
CA-2021-106243,2021-09-30,2021-10-04,Standard Class,GM-14680,2
CA-2021-111794,2021-10-01,2021-10-01,Same Day,HG-15025,1
CA-2021-157686,2021-10-01,2021-10-02,First Class,BD-11620,4
CA-2021-155992,2021-10-01,2021-10-02,First Class,CC-12220,1
CA-2021-116918,2021-10-01,2021-10-06,Second Class,JK-15205,3
CA-2021-139157,2021-10-01,2021-10-05,Standard Class,GM-14680,2
CA-2021-118689,2021-10-02,2021-10-09,Standard Class,TC-20980,1
CA-2021-134376,2021-10-02,2021-10-06,Standard Class,TT-21265,2
CA-2021-118969,2021-10-02,2021-10-03,First Class,LP-17095,4
CA-2021-144939,2021-10-03,2021-10-08,Standard Class,EB-13870,2
CA-2021-101672,2021-10-03,2021-10-07,Standard Class,DB-12910,4
CA-2021-140634,2021-10-03,2021-10-06,Second Class,HL-15040,1
CA-2021-103919,2021-10-03,2021-10-07,Standard Class,TP-21565,1
US-2021-140158,2021-10-04,2021-10-08,Standard Class,DR-12940,2
CA-2021-145709,2021-10-04,2021-10-08,Standard Class,AH-10690,3
CA-2021-131296,2021-10-04,2021-10-09,Standard Class,MS-17830,2
CA-2021-121601,2021-10-04,2021-10-04,Same Day,MO-17500,1
US-2021-157490,2021-10-06,2021-10-07,First Class,LB-16795,4
US-2021-115952,2021-10-06,2021-10-06,Same Day,JH-15910,1
CA-2021-127649,2021-10-07,2021-10-09,First Class,DL-13495,4
CA-2021-155033,2021-10-07,2021-10-12,Standard Class,CC-12475,4
CA-2021-139808,2021-10-07,2021-10-11,Standard Class,MC-18100,4
CA-2021-163216,2021-10-07,2021-10-10,First Class,AW-10930,2
CA-2021-162614,2021-10-07,2021-10-13,Standard Class,TB-21250,4
US-2021-126844,2021-10-08,2021-10-14,Standard Class,BW-11110,1
CA-2021-149685,2021-10-08,2021-10-15,Standard Class,PM-19135,1
US-2021-162026,2021-10-08,2021-10-08,Same Day,JE-15745,4
CA-2021-135636,2021-10-08,2021-10-13,Standard Class,DB-13615,3
CA-2021-116974,2021-10-09,2021-10-15,Standard Class,MP-17965,2
CA-2021-114748,2021-10-09,2021-10-14,Standard Class,MZ-17335,4
US-2021-128909,2021-10-09,2021-10-11,Second Class,SP-20545,2
US-2021-150357,2021-10-10,2021-10-14,Standard Class,EB-13975,3
CA-2021-126627,2021-10-10,2021-10-12,First Class,WB-21850,1
CA-2021-157707,2021-10-10,2021-10-12,First Class,CC-12610,4
CA-2021-113390,2021-10-11,2021-10-15,Standard Class,EP-13915,1
CA-2021-145583,2021-10-13,2021-10-19,Standard Class,LC-16885,4
CA-2021-154018,2021-10-13,2021-10-19,Standard Class,HA-14920,1
CA-2021-101161,2021-10-13,2021-10-20,Standard Class,BW-11110,2
US-2021-100839,2021-10-13,2021-10-17,Standard Class,NC-18625,4
CA-2021-125220,2021-10-14,2021-10-19,Standard Class,BE-11410,1
CA-2021-113607,2021-10-14,2021-10-18,Standard Class,PW-19030,2
CA-2021-156503,2021-10-14,2021-10-20,Standard Class,NC-18415,3
US-2021-108098,2021-10-14,2021-10-18,Standard Class,CP-12340,4
CA-2021-124352,2021-10-15,2021-10-21,Standard Class,CD-12790,1
CA-2021-142097,2021-10-15,2021-10-20,Standard Class,QJ-19255,3
CA-2021-125738,2021-10-15,2021-10-21,Standard Class,PB-18805,4
CA-2021-132066,2021-10-16,2021-10-20,Standard Class,NB-18655,2
CA-2021-152688,2021-10-17,2021-10-20,First Class,NR-18550,2
CA-2021-141586,2021-10-17,2021-10-20,First Class,NK-18490,4
CA-2021-147256,2021-10-17,2021-10-21,Second Class,FC-14245,1
CA-2021-163972,2021-10-17,2021-10-21,Standard Class,MG-17890,4
US-2021-159856,2021-10-18,2021-10-22,Standard Class,EP-13915,4
CA-2021-133697,2021-10-20,2021-10-24,Second Class,CM-12445,1
CA-2021-105753,2021-10-20,2021-10-26,Standard Class,LC-16960,3
CA-2021-160220,2021-10-20,2021-10-26,Standard Class,JS-16030,1
CA-2021-139549,2021-10-20,2021-10-25,Standard Class,MY-18295,4
CA-2021-106341,2021-10-20,2021-10-23,First Class,LF-17185,2
CA-2021-168921,2021-10-20,2021-10-22,First Class,AG-10495,4
CA-2021-151169,2021-10-21,2021-10-26,Standard Class,MY-18295,2
CA-2021-133669,2021-10-21,2021-10-27,Standard Class,SV-20935,2
CA-2021-125080,2021-10-21,2021-10-26,Standard Class,VW-21775,2
CA-2021-144729,2021-10-21,2021-10-25,Standard Class,JE-15745,4
CA-2021-111493,2021-10-21,2021-10-22,First Class,CM-12160,2
CA-2021-136322,2021-10-21,2021-10-26,Standard Class,AP-10720,3
CA-2021-155516,2021-10-21,2021-10-21,Same Day,MK-17905,2
CA-2021-169334,2021-10-21,2021-10-24,Second Class,GW-14605,3
CA-2021-138478,2021-10-21,2021-10-26,Second Class,DP-13390,4
CA-2021-112340,2021-10-21,2021-10-27,Standard Class,NM-18520,4
CA-2021-161746,2021-10-21,2021-10-27,Standard Class,CS-11950,4
CA-2021-166373,2021-10-21,2021-10-25,Standard Class,JF-15565,1
CA-2021-169887,2021-10-22,2021-10-22,Same Day,MS-17530,4
US-2021-116400,2021-10-22,2021-10-24,First Class,EB-13930,3
CA-2021-165148,2021-10-22,2021-10-24,First Class,PM-19135,1
CA-2021-165484,2021-10-23,2021-10-29,Standard Class,HK-14890,1
CA-2021-151323,2021-10-23,2021-10-28,Standard Class,AB-10255,4
CA-2021-132661,2021-10-23,2021-10-29,Standard Class,SR-20740,2
CA-2021-121748,2021-10-24,2021-10-28,Second Class,VW-21775,4
CA-2021-121020,2021-10-24,2021-10-31,Standard Class,CG-12040,3
CA-2021-158925,2021-10-24,2021-10-28,Standard Class,JP-15460,1
CA-2021-166275,2021-10-24,2021-10-24,Same Day,SS-20590,4
CA-2021-118311,2021-10-24,2021-10-28,Standard Class,ED-13885,4
CA-2021-153318,2021-10-25,2021-10-28,First Class,JS-15595,3
CA-2021-116596,2021-10-27,2021-10-31,Standard Class,BW-11200,2
CA-2021-152632,2021-10-27,2021-11-02,Standard Class,JE-15475,2
CA-2021-156811,2021-10-27,2021-11-02,Standard Class,BP-11095,4
CA-2021-120873,2021-10-27,2021-11-01,Second Class,BW-11200,3
US-2021-117387,2021-10-27,2021-10-31,Standard Class,PA-19060,4
CA-2021-142545,2021-10-28,2021-11-03,Standard Class,JD-15895,2
CA-2021-130162,2021-10-28,2021-11-01,Standard Class,JH-15910,4
CA-2021-140641,2021-10-28,2021-11-02,Standard Class,EP-13915,3
CA-2021-144344,2021-10-28,2021-10-28,Same Day,PG-18820,3
CA-2021-134775,2021-10-28,2021-10-29,First Class,AS-10285,4
US-2021-144393,2021-10-28,2021-11-04,Standard Class,SM-20950,3
CA-2021-125815,2021-10-28,2021-11-01,Second Class,DL-13330,2
CA-2021-120369,2021-10-28,2021-10-28,Same Day,VB-21745,2
CA-2021-146682,2021-10-29,2021-10-31,First Class,KW-16435,1
US-2021-131912,2021-10-29,2021-11-01,Second Class,LH-17155,4
CA-2021-112389,2021-10-29,2021-11-02,Standard Class,JM-15655,2
CA-2021-153836,2021-10-30,2021-11-03,Standard Class,EH-13765,2
CA-2021-167290,2021-10-30,2021-11-04,Standard Class,JF-15295,1
CA-2021-105291,2021-10-30,2021-11-04,Standard Class,SP-20920,4
CA-2021-146913,2021-10-31,2021-11-05,Standard Class,SF-20965,4
CA-2021-140130,2021-10-31,2021-11-05,Standard Class,HW-14935,1
CA-2021-144218,2021-10-31,2021-11-04,Standard Class,JD-15895,4
CA-2021-119165,2021-10-31,2021-11-06,Standard Class,BD-11320,2
US-2021-142251,2021-10-31,2021-11-04,Second Class,FO-14305,3
CA-2021-159212,2021-11-01,2021-11-05,Standard Class,KM-16375,3
CA-2021-100671,2021-11-01,2021-11-04,First Class,CS-12490,1
CA-2021-129196,2021-11-01,2021-11-07,Standard Class,XP-21865,1
CA-2021-109365,2021-11-03,2021-11-08,Standard Class,XP-21865,4
CA-2021-128867,2021-11-03,2021-11-10,Standard Class,CL-12565,1
CA-2021-160136,2021-11-03,2021-11-09,Standard Class,PJ-18835,1
CA-2021-127250,2021-11-03,2021-11-07,Standard Class,SF-20200,4
CA-2021-168893,2021-11-03,2021-11-08,Second Class,AP-10915,3
CA-2021-114972,2021-11-03,2021-11-06,First Class,PF-19225,4
CA-2021-134180,2021-11-03,2021-11-07,Standard Class,JP-16135,2
CA-2021-159023,2021-11-03,2021-11-05,First Class,NW-18400,4
CA-2021-158260,2021-11-04,2021-11-08,Standard Class,CC-12475,4
CA-2021-163328,2021-11-04,2021-11-06,Second Class,TP-21565,4
CA-2021-143308,2021-11-04,2021-11-04,Same Day,RC-19825,3
CA-2021-163755,2021-11-04,2021-11-08,Second Class,AS-10285,4
CA-2021-119018,2021-11-04,2021-11-08,Standard Class,CW-11905,4
CA-2021-165827,2021-11-04,2021-11-09,Standard Class,MF-17665,3
US-2021-111563,2021-11-04,2021-11-08,Standard Class,SM-20005,1
CA-2021-146766,2021-11-04,2021-11-04,Same Day,TT-21220,4
CA-2021-166443,2021-11-04,2021-11-05,First Class,LH-17020,4
CA-2021-162236,2021-11-04,2021-11-06,Second Class,ER-13855,3
CA-2021-148908,2021-11-05,2021-11-08,First Class,JH-15985,4
US-2021-131611,2021-11-05,2021-11-09,Standard Class,EP-13915,1
